"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"St. Lucia","LCA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","12884996008.0411","13186111256.3142","13715232943.3589","14633533592.5591","14646003464.7809","15014090243.5777","17023682592.665","17589164062.2385","19623864147.8042","22029751415.4914","24271195609.7126","27962541244.4824","31868309040.356","40981465985.8792","62100874279.1929","65297509737.091","69509225246.3346","78072151984.6028","88997243429.5691","107536239675.794","134621405698.648","148279249016.455","126842234549.118","103004287423.321","107216438697.004","107627282560.906","110762019885.231","119005608002.394","145284767941.076","155110535406.292","184680736586.318","218617258577.419","237364221967.414","260840194373.979","304702306067.249","332945301856.811","365507217402.036","425016372863.682","444779241027.506","428942131641.378","494191390183.965","489295490695.974","454044519364.568","476614794853.521","586830474367.064","707434411578.766","788295502753.43","930187660174.818","1122969488600.73","894229698691.469","1132648607734.92","1349687219555.51","1409892090305.68","1469338391130.17","1509017270479.95","1350669252852.86","1281168477331.53","1405152612172.54","1529683232914.78","1487801720380.09","",
"Least developed countries: UN classification","LDC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37065857733.3315","45246472818.9686","47392722362.8136","46336484921.3182","48569272870.7838","50294884856.425","53824414781.3088","55635003501.8462","61113626119.8929","69459012380.2321","83946414374.4532","106716165756.574","121759998780.48","156028305194.421","203420815670.416","197587917938.452","218088498988.164","251330485136.873","279118143427.135","312644807436.76","320191967830.449","307123612417.956","285551174492.021","307046485203.305","340372596817.848","","",
"Low income","LIC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","464026785.714286","411422958.108092","418792243.673695","341092712.810704","349987424.17814","432983193.277311","452731092.436975","433333333.333333","424913594.438429","483865546.218487","656806722.689076","630522765.598651","610385259.631491","735000000","1211729323.30827","1325392296.71897","1126991676.57551","1237767756.48253","1080845611.78732","1539434810.53308","2205444646.098","2054961038.96104","2205910619.89428","2141138971.52571","2099724842.7673","2269734904.27099","2262919343.3262","2385292119.56522","2570606727.4442","2568294036.06103","3057438841.73739","3497075175.24776","3981473876.34041","4481456953.64238","5345325779.03683","5998536585.36585","6101194137.86864","6579989218.51161","6673560899.92242","6774144497.45187","8103470977.79509","6861760295.4342","6849730984.73761","7681620389.55657","9122927166.71608","10071562189.0547","11632237687.9432","12775602224.4882","15686037044.7635","11703147945.7966","15209062084.0317","22256822218.926","21677008606.3538","21505636520.0009","23142023456.5698","23008993742.6807","23453068448.8504","25402508468.5503","26801429908.8603","24569911488.3837","",
"Lower middle income","LMC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","13725669238.3866","15655879427.3155","17056297110.8873","18207452331.0899","18270765991.8514","19009681852.714","18952782441.5453","19906453095.8958","22934988333.9673","23918448160.7394","25039800332.8598","33822612049.7396","53028408124.5967","67486355025.4527","71927011959.4817","81971592154.6998","95161710401.4578","114944504400.487","146833727678.065","155266383394.479","143961494295.463","131591514156.028","130129021813.934","131685148795.247","130098369073.503","137417968735.766","151257906567.302","163409332972.416","173255166388.585","161435924616.598","173545528884.786","179469658576.609","198115310206.752","243674789997.306","263791510196.258","286536083621.627","276948309005.916","280967594786.85","291106995010.799","303638907699.805","325502855843.476","384470252614.863","471627019153.918","579340281403.659","696481392222.65","899282480289.488","1115724065398.86","1010079707427.64","1210230338675.42","1480535254350.6","1521318773783.54","1534951725063.43","1555328038961.9","1443179671374.17","1451359765452.44","1663143365070.36","1860804489626.86","1852615016261.24","",
"Low & middle income","LMY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","41010719905.3463","40312959706.6029","40845401686.9261","45358037193.1485","48250006478.7056","51669280269.7431","54986821344.9442","57331201699.6219","60774769677.7191","65648118789.6278","74147155727.679","82796942847.3931","92330974466.1301","125705305412.198","203744959541.579","243467697411.458","255919457178.103","291604005629.01","314883745985.445","380116725326.758","502335218931.881","559146759673.264","528638318985.676","483185284915.754","473867861234.536","483003352387.723","467233055143.649","499547218534.745","592583149116.41","638772824393.873","688461920064.583","698779587316.239","935759303474.304","918805280631.266","967114554494.681","1136866236893.15","1215033224787.65","1302884537346.04","1215788996706.2","1211403725965.68","1420455204677.77","1441255457361.36","1534219445592.74","1824758303322.83","2343282170006.06","2804528623108.12","3280850056338.41","4024832641541.31","4924021762141.48","4161929577124.43","5297564070956.89","6486483980618.06","6875451040969.09","7184795413695.54","7266044181940.19","6370006927537.86","6183280522901.68","7005806251855.06","7829754871911.49","7684319346286.45","",
"Lesotho","LSO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","13299734.0053199","16239675.2064959","20019599.6080078","23939521.2095758","25759484.8103038","29259414.8117038","32059358.8128237","33599328.0134397","33879322.4135517","34019319.6136077","33599328.0134397","41946308.7248322","55938597.6323663","82132564.8414986","116261957.32156","155510480.054091","204691812.327507","217341306.347746","241490340.386385","358669833.729216","475089881.869543","508034188.034188","","","","","","","","","","","","","","","","","","","","","","","","","","1880617168.64905","1911937309.34973","1986901849.25121","2413002180.30206","2632900418.73855","2686142421.15197","2251498990.84898","2151612113.22989","2048943837.73288","1914309734.37415","2169829259.95212","2403918186.674","2238423028.1544","",
"Late-demographic dividend","LTE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","38332819025.0456","42191218271.1407","49462135662.6752","69360568949.6005","108219010411.596","112754927783.07","118184037928.504","136436864961.13","154582697977.743","201363661658.845","255990989102.51","266056229230.57","259082848645.756","248156661522.281","259152665797.059","277842773012.337","274608176148.994","302476622501.55","366717103688.431","407947981322.794","430188818923.085","446177462068.422","657928177467.515","605855114525.829","635271696054.986","778425620253.449","821537612533.295","859840040073.728","807503325896.454","806761830462.882","954136409827.46","1002608180892.55","1094187940397.29","1340189291550.27","1718039694944.19","2022335830548.54","2420244205919.91","3017441638509.46","3689612721615.91","3031556423845.27","3799637664427.62","4683084158409.04","4915055719373.24","5221452995721.7","5370711307224.18","4750123718799.94","4688653839592.9","5269853962493.08","5884651736662.96","5907228121389.13","",
"Lithuania","LTU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3760052306.13279","4296020112.21407","5570465170.47907","5679422097.53992","4652317911.09193","5161332153.64696","6065910832.97367","7570066967.22081","9769110547.09532","12317922131.1475","15956117551.9343","19907525661.94","25227037082.6492","32878310405.3856","20075458020.5727","24490970143.824","32933454347.9586","33331211223.3233","35917645685.0312","34221348514.673","28899884666.5565","28738662024.0122","34009221269.8236","39385187188.3137","39305041102.5882","",
"Luxembourg","LUX","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","1035362404.19524","1202122245.15064","1368795527.44936","1874750258.7456","2430978562.55178","2581119008.44576","2641332288.40125","2940526055.14913","3643690790.31638","4493075949.36709","5036580080.01104","4242402542.37288","3911777856.25993","3820305798.81657","4136471306.89751","4438728582.10476","5899257178.97779","7482725121.55592","8462342622.05156","8950196048.32105","11253881458.2327","12316127111.6361","13023095859.473","13139891674.4403","14801672775.5004","17732486316.3656","18272295765.4723","18693078484.4384","21565467881.7515","24100925847.0062","26253223696.3332","26357587472.0358","27602419536.9848","34050282167.0429","44457047429.8485","50828521328.193","61225635428.428","76137222830.5502","87376805331.7709","67759441511.531","75369252982.9219","87282705846.636","88087593005.4484","97926858992.9458","119117216037.937","108077660341.35","107804345192.825","117105163751.934","124495937451.583","122843607598.227","",
"Latvia","LVA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2275390758.69937","2953175089.33129","3181698524.07452","3677526510.18706","3377901753.54312","3561696407.87949","4044695545.10857","4459957935.42519","5717024966.17882","7852405359.69819","9757172370.87741","13006611487.3338","17759663520.7222","18673335769.6243","11573234639.9778","13102124010.7903","17876040111.1419","18494488221.7838","19316303809.0714","19845868386.8274","16695260226.326","16479410522.2182","18760275263.613","21168290730.5176","20410154032.1411","",
"Macao SAR, China","MAC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","1137203250.98782","1152434286.32673","1266769544.76442","1256813522.0283","1480432286.7269","1796798921.32138","2049473919.85673","2344564906.20994","2513152973.44471","2895068900.466","3195940945.52388","3309528590.79271","3588055726.54297","3620321795.22578","3468693512.75356","3585445061.62778","3445881586.20344","3669715587.03187","3962920046.34994","4033733739.9639","4358055119.87452","4776966039.99402","5761511804.74184","6321478947.95971","7472817256.98003","9549645963.73773","9864340843.63038","7565472239.26957","9183474544.50026","11993215434.8856","14226961538.9429","15673338089.695","17504726371.2737","17571571696.9317","15647208915.4607","16916521305.7563","18293960978.6312","18009045288.396","",
"St. Martin (French part)","MAF","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","462404900.701512","501926687.086256","501926687.086256","533544116.194052","535520225.274182","497974508.447782","557257188.024899","614563778.282778","656061653.98676","687679083.094556","853749629.483253","859386138.613861","975395583.376804","1379897246.09803","2163897661.22019","2996076495.99013","3520263390.12966","4123953545.17798","3980104159.16673","4752096637.68562","6085388406.23889","6184030315.3336","5968605346.173","4852588134.37768","5148405879.34851","5067330815.86008","5526914458.94293","5914982294.95646","6462582987.17277","7314276289.4371","9074363976.07464","8865737968.89716","9469830979.15202","8739349822.56157","9390609855.48191","11335099531.6159","10902396700.2834","10658406549.8058","11452344717.0047","12003481375.7089","12579800084.6979","12314876687.6051","13353797749.7505","16048207626.5876","19968118741.5426","23064234675.6909","26592092080.131","34711375315.8454","46189308800.9496","37077112112.2985","40096825547.6881","49394553702.7652","49325135598.7205","50467551008.2684","51892152314.3357","42898210829.2453","47016161101.1981","51304477919.934","58082696753.7103","57372531348.5547","",
"Monaco","MCO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1190104425.92793","1252852608.69565","1435213852.81385","1219400372.43948","763462400.942589","986460018.981132","1102297774.11633","1285842260.36985","1718305265.8758","2117707388.69106","2745096749.10315","3132123127.53692","4275318330.46401","5667512220.93918","3997496759.5593","4192525850.29064","5559968735.62435","5676072956.05793","6039386579.59132","5895249223.40335","4448491378.1651","4465792318.73438","5273735282.98827","6384930633.67079","6605176771.84397","",
"Madagascar","MDG","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","111896638.778162","136359934.723301","135907021.451483","151309643.644399","159917393.99732","166712685.115184","208843979.811107","205672790.888083","235119319.764427","244148322.956612","240001884.823528","252204260.112222","245822786.617848","312077209.065592","387473830.382784","476932072.229689","382361666.975508","472941273.991891","642273690.020235","1052478250.59075","1019609062.11208","696934874.861414","617989392.56094","522094422.593097","488824150.105977","477012482.646081","508615750.545896","513724262.732911","539406596.879316","521021526.554431","767031801.363986","643923815.763665","693267222.077221","774310221.77285","829101068.158167","936020500.481582","930030596.110583","883747029.888314","920883300.037665","965856215.411914","1095162011.02005","1140139751.58815","1518069947.17179","1295939385.02708","1484882157.91485","2039652780.75799","2213935014.94211","3316633973.19578","5003293421.60379","4042538779.40654","3593827391.99502","3900293293.50025","3574547882.4804","4111627262.71823","4218673750.58685","3717317472.2226","3761002262.43076","4538023942.47957","4685208549.89333","4698046664.22852","",
"Maldives","MDV","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","87100000","93600000","93700000","96500000","95200000","85000000","86200000","94900000","115800000","140200000","177720795.811518","202570224.390244","237300000","256976040.145985","281896971.527179","","","","","","","","","","","","1046484375","1635687351.5625","2076965007.8125","1480031945.3125","1693203242.1875","2295433324.20216","2146445205.92523","2399557575.79702","2754149267.8994","2769184611.36448","3198227888.67493","3501378904.72003","4097587327.64857","3978474372.40307","",
"Middle East & North Africa","MEA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225992771057.209","211782516989.818","241281555361.498","259115945709.616","260172904741.088","259517783081.36","259783821841.452","289784388576.065","294235386285.292","310687382608.95","357506825280.3","450091492149.83","535154144960.028","625191939314.934","802935839247.039","1023641917857.22","912822453939.787","972647528053.054","1109100251786.66","1261912453919.77","1315393006978.86","1363654751761.51","1254603798322.94","1197158292133.26","1275110766653.51","1335899104118.76","1351849098825.01","",
"Mexico","MEX","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1520944000","1503120000","1536528000","1688128000","1978568000","2079752000","2192168000","2392912000","2746232000","3011216000","3430408000","3417960000","3991120000","5232144000","7612160000","8465680000","8784409090.90909","8363203539.82301","11315763157.8947","16754179824.5614","25215695652.1739","32350081632.6531","17920283687.9433","14024762697.7519","16777514898.6889","19063168548.0732","17389311866.6231","18775671165.2881","33950973120.4083","42503284582.5716","51767986204.9349","60602974423.5357","73709195127.4678","77847500962.8964","91454798672.6319","79834960276.6614","100336342605.995","122323230283.513","139005454028.021","155972441425.045","191318627691.527","185388139002.173","186428365368.683","188498786171.1","234749892610.314","280628576973.545","280595105053.582","308103605534.306","333835150453.292","259328000666.001","328581153292.181","382867847673.324","402385300656.821","413674331349.828","434739905435.396","428461575941.899","420784527247.497","457355559665.02","502427887738.187","492176132550.51","",
"Marshall Islands","MHL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101649300","99765100","89733700","97720200","97132900","116285000","114186200","98956900","113832200","111650000","127259900","125358700","133234000","135985600","152343400","177816700","174721700","182491200","200328200","181217100","168548700","155988000","178274800","188707000","","",
"Middle income","MIC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","39309758927.7113","38436339510.4838","38733944165.2563","42918828887.977","45657701521.9164","48885703579.5292","51832306324.6876","54148464570.5962","57453069373.8305","61997993890.6377","70300225885.8005","78241775115.3304","87412898660.807","119922411819.593","194897756071.925","232255811997.88","244444685341.018","278204793574.177","300147204065.506","361376843299.282","480461763711.425","536847946747.556","508489723797.895","464109484642.777","455876896650.067","464934017432.914","450484227275.037","479182101514.68","573341398401.064","619121848926.527","666938861653.274","676349048026.786","911775334167.003","895143672056.972","943418914679.063","1110196290380.15","1186106007729.76","1274590908457.33","1186573604411.56","1181922117354.88","1387530317613.45","1409213908673.68","1496311720019.18","1782482286046.72","2287454126651.1","2736212325600.37","3201871576947.95","3927532482888.19","4806986436489.25","4055412588311.97","5171310432898.2","6340327979049.24","6716838316266.14","7010692095983.35","7094085185785.76","6211056767531.14","6030077846449.23","6842146625208.61","7647990726561.54","7504756077772.82","",
"North Macedonia","MKD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1603480565.37103","1214969387.7551","1235972107.64093","1394808318.96552","1636859122.40185","1902913385.82677","1703283208.02005","1899397590.36145","2002838827.83883","1915764499.12127","1781287933.96455","1568409000.38361","1817612486.7521","2147331758.78046","2850811062.426","3193976913.25935","3757217971.46827","5166645055.42167","6772738889.40639","5111835213.12635","5464748071.43748","6933562133.17417","6513782540.51447","6648647600.08018","7371282875.11494","6537953908.28833","6992770721.15152","7800916482.97372","9238280387.8934","9595356997.26283","",
"Mali","MLI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","65853415.5769349","62205958.6847398","64625177.8154074","65484073.0802223","86947315.4622356","95227665.5413931","128763530.489589","220186807.735786","243102500.129484","197530459.237373","205552195.806166","364714604.404316","434370562.274823","514247471.123573","443268446.977991","395235879.53122","416358418.489186","454692650.324391","594720677.865749","647482471.421942","637532999.30857","699433469.80106","632842468.362108","829530662.795925","851446738.807168","958831214.265043","856534725.984293","770106159.043682","992802336.940277","934859797.354093","895732070.243874","844696126.022499","1024115513.56823","973208000.322483","1174335576.3715","1156885512.83939","1545515187.27709","1722328562.1695","1945249023.25229","2247705912.75386","2647158117.3576","3756036384.56267","2935591312.15793","3757042067.78453","4052823342.17507","3889881698.52711","5280799757.03584","5470601101.74984","5188968386.86761","5655314625.13289","5509246374.81487","6081015392.92466","5983745596.42266","",
"Malta","MLT","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","178912116.216773","182399240.746599","199083145.814581","262352694.68048","380157924.044994","409750864.665849","456620115.116631","565700620.107756","639163194.831235","847294011.976048","1080289709.17226","1001867673.1794","945154375","858687779.211754","842635347.797746","884790812.591508","1059441664.84597","1374164264.41352","1613825872.58337","1747152500.61592","2258063352.69485","2416347144.75432","2680610176.33598","2549153958.45031","2870834261.04737","4530520428.01556","4408051453.07289","4279168056.94583","4432533981.65543","4732350408.95394","5448559670.78189","4772107221.2153","5028809028.80903","5830431318.99397","6353388141.50473","6830742444.96953","8570066491.02998","10163701067.6157","13351252380.2549","12727424284.5235","13488267267.6654","15049251252.784","14791441089.5542","15303616018.0635","15430495017.9354","15445760124.265","15820314257.2504","16375879804.2015","18084794872.5194","17804254200.1415","",
"Myanmar","MMR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55822092.110987","28936974.9931771","15280128.2547127","16579332.4182804","14912668.7848099","11440182.1875086","13175715.9410337","16046272.1018293","21203708.8506465","23880103.285794","7475675574.69153","60518082.1559769","6524981185.85476","11418499287.2454","14508467646.5863","20984282134.0064","23567391805.5692","23503090285.6547","23078337307.5519","","",
"Middle East & North Africa (excluding high income)","MNA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95769083136.5087","89716041515.9889","101364900932.44","109906411149.341","109566260018.231","113346490831.143","112627057060.318","120951352798.13","129983781406.172","137635397334.238","159461289998.107","203357813716.512","236638531318.698","255237257966.394","312879890680.307","416249921160.135","398516289065.215","426473744069.107","448669295594.937","536325685841.6","544803875746.393","534308727487.501","456775057702.701","447203278134.003","484436312716.943","528032020929.923","","",
"Montenegro","MNE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","503076567.83966","718955758.552749","769183114.552838","802404161.483659","1204292277.12938","1378592214.89864","2107656504.83001","3155958116.61648","4219318880.91402","2707481244.79022","2596760264.90066","2918516819.57187","2783478093.28023","2743424093.50511","2755675567.95536","2455975812.71497","2760694044.71995","3132516945.32309","3674901983.93954","3592248096.73086","",
"Mongolia","MNG","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","1640949933.33333","1645216266.66667","1701452966.66667","1365680775","1491340800","2357290000","2182762166.66667","2115665933.33333","1927175666.66667","1033205140","1963530568.42105","479118638.497653","541030589.942626","504816597.208761","603552981.877355","571254552.400333","558878338.713148","669128488.063497","656469894.839646","771837167.206557","830538468.020561","946734020.522735","1083962181.86893","1405234670.28888","1605232631.21152","1826066273.67383","2467564065.06216","3777731776.3995","2637353047.33985","4074354772.60398","7749643979.15854","8115246246.99833","7728160165.09972","6978077038.57121","5245197251.27406","5079946796.01731","6561657117.70731","8393143397.76745","8923940134.73941","",
"Northern Mariana Islands","MNP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","782000000","774000000","937000000","835000000","752000000","579000000","459000000","360000000","405000000","449000000","478000000","525000000","561000000","633000000","902000000","831000000","726000000","","",
"Mozambique","MOZ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1441035901.01081","1241508630.43055","1203065601.98426","1273547934.52845","1435322435.187","1428705951.10548","1440484909.38702","1471701691.00433","2095505405.04575","1984669991.85668","1635022899.39914","2817833457.21767","2851494359.25037","3298299358.31861","3566535549.19561","3406575592.10733","3738338502.26197","4502765721.83403","4503886090.34715","4693256047.53814","7209774181.56298","11934070792.655","12969495849.4026","14204957327.4391","10022079582.3173","8605759376.55615","8082116478.43886","12395495576.4095","11069764611.3153","",
"Mauritania","MRT","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","29741482.4131633","35270349.6420698","34317095.8873243","35079696.4100565","38130106.7711995","38756006.8672953","45475873.7462316","47194765.2596205","47902196.0089945","53340246.3719176","57029536.2157148","133106293.088384","157860184.522502","251014387.779679","293407142.045513","416963064.381521","406019300.44098","360360615.588872","393063712.623904","482428137.493373","572218708.154515","648640125.469777","614031974.139204","542696846.012736","563391027.819625","650009596.780247","618370589.546985","615942100.465859","568480362.735119","632068929.205119","603327845.96648","431905213.3246","382685504.031257","544298175.197249","667899821.219407","667181217.297518","608287910.018241","547348208.790509","525232356.787613","594773950.468623","613989993.310618","568870596.417886","742377025.434361","1227308582.04596","1805119194.27711","1620445932.77388","1971038810.64886","2698589660.83015","2115135260.16419","2683929701.26208","3267489499.07156","4206931498.2132","4106327661.78222","3574551160.294","3531977709.81175","3030762628.02558","3574751033.68125","4038180374.18541","3977162165.99256","",
"Mauritius","MUS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","405896879.443239","489609976.843794","564145830.967177","659152518.190897","695183686.217352","630448162.032115","538882501.724534","512463480.890468","541292580.596074","596406022.340942","787664112.160637","1175707785.24949","1487456930.87359","1560741780.22007","1914623069.93642","1886943132.9581","2016680374.2161","2097744786.9447","2329179751.00777","2467920144.02144","2842083563.16267","2778038969.85843","2773468596.69816","2905446719.97713","2854805406.55858","2850840905.89201","2818319871.83766","3147411429.49304","3627943342.36413","4167180857.19516","4823089368.33175","5298319904.70625","6435675926.44661","5180852195.57069","6224223957.58891","7497875008.70898","7667254575.70715","7466076465.56835","7591504036.36649","6681832574.08712","6573143247.82862","7281200879.31465","7705838323.35329","7605564717.3242","",
"Malawi","MWI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","62578748.4250315","63138737.2252555","64118717.6256475","71538569.2286154","55018899.6220076","76298474.0305194","97158056.8388632","94172880.4197735","96003840.1536061","105244209.768391","113764550.582023","129618485.979059","154066866.267465","166971805.199561","213742272.943414","281430886.779347","260569550.930997","279211429.837191","390186085.101339","432121434.692129","480236424.085704","389813470.345136","340407389.862624","346441947.565543","319230224.989387","338258391.018556","296491322.336253","329017068.864038","449068871.276305","548903786.91792","628568287.588406","645800021.403346","763999972.247662","667200031.797947","729705611.006822","672015402.029613","727117725.446647","894458228.433125","667060400.287069","768862087.50207","616067736.69131","671619118.720506","910299895.805214","984214280.216538","1133832239.10748","1437753337.29665","1468318218.41214","1468752616.69095","2091637229.42984","1959765493.18573","2426167893.9069","2241976034.32248","2512564932.19754","2351558270.10052","2396448729.31199","2278726548.01045","2441651520.53259","2279713394.65747","2635722161.72299","2729078033.20006","",
"Malaysia","MYS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","752319351.888148","790866326.930615","863386907.095257","1104142166.47067","1132562393.83248","1194956226.31648","1212269698.15759","1228603162.15863","1322357245.52463","1356657519.92683","1596759440.74219","1656455787.43898","1884309831.18173","2747104326.11632","4565244485.06502","4193454363.75749","4571923197.98552","5601917685.77581","7114421416.23489","10000000000","13478800128.6233","14633479449.6767","15971568039.7362","17142549433.5071","17773084144.0519","15530004027.3862","13923065003.4865","15777107477.3774","19825874446.3113","25372858830.4784","31883248918.6292","40044733779.4588","44155181214.9056","52860417233.2077","67592211553.1169","86952551834.1308","90962318149.2964","92380580594.7903","67655931512.4338","76187894736.8421","94349736842.1053","86253947368.4211","91820789473.6842","96153421052.6316","118513157894.737","130552401573.764","147059320647.729","167026413777.054","178116194016.428","143890480919.279","181098692993.077","207619607843.137","215525123025.123","216892951220.286","218113294020.593","186602995775.189","181125521297.881","201498465259.046","221407895715.1","210615660624.149","",
"North America","NAC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","73142144196.9165","82016527644.6728","97701835632.4942","119707811481.95","166362239133.769","164530973390.166","198100018236.017","231568899449.951","265783391114.42","316099161475.747","365019481859.605","397069508600.953","370866467249.527","403408533150.941","493011318138.241","510233763792.467","552111454827.374","616859901442.291","683437980279.338","733492310323.317","778846849942.372","776455618103.871","826146714351.646","889183593653.03","997482903919.386","1103136158338.52","1173955361888.37","1293861388964.29","1357945463093.79","1509248518681.47","1759764056163.49","1662077856793.58","1696558613655.19","1835960293922.42","2135705877423.31","2414187170192.19","2676256149538.97","2852206093413.05","3069134887673.35","2392036443703.96","2863927965596.42","3254542598413.96","3351053371237.93","3355102963989.06","3469778643173.5","3322263186447.21","3258497056637.38","3488519027336.9","3734448095158.01","3716760644925.98","",
"Namibia","NAM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","1363031587.05701","1525146763.90155","1290910664.9475","1209641683.87039","1005754287.26361","645140306.007987","835627396.061269","1181733104.12574","1116643369.25445","1179087009.57029","1400517914.42817","1494475428.24032","1679052945.30154","1609097958.80895","1664155429.76231","1944374651.92578","2040064266.27591","2085584375","1966006276.79395","1921498060.39774","1741324894.08917","1690735050.87581","1615858491.37154","2587532010.52256","2780114571.88414","2927229679.36723","3315952743.11452","4878934184.00659","5673632486.80579","6491229356.71548","6834854617.13709","7094428000","7845428799.82426","7252812278.84842","7966506847.79902","6988721065.99182","6367389467.52964","6137946223.22435","6243360007.2541","5894573059.9928","",
"New Caledonia","NCL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","877981986.914737","865614279.263157","926289564.512288","929193999.824908","864876583.623208","957465957.279919","1000834232.65463","928856835.897374","928027951.142191","1008558885.9842","","","","","","","","","","","","","","","","","","","","","",
