"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Early-demographic dividend","EAR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","19962313545.7622","20293797680.8717","21306973829.5308","22733311454.2934","24866263281.6843","26482016856.9233","27350844358.7942","29147888578.7987","30641372401.4172","33480522730.467","36604968964.8148","40325808347.2463","44348830876.3782","61137453590.7545","99528384564.3922","124408775568.223","134019668814.664","161876488440.1","179739055549.06","208526146835.713","273781598778.432","311845217150.917","296416369873.471","290074786514.622","272940496515.863","252571326979.796","237995561510.956","246773063727.415","289110372504.865","313312548508.592","361586942019.332","393679618612.615","448507865943.382","477615257326.697","499909543974.477","568153090626.228","634183154525.269","699049533519.348","682985568731.733","686551407106.568","780339482424.552","755374363146.511","771356094317.579","860993853542.653","1101113139825.38","1334106962693.04","1537623664054.32","1857277974816.14","2213852515064.11","1908850713063.91","2344266756911.01","2774369148814.52","2971507117299.52","2997126717407.48","3059326878240.15","2821769206379.77","2740035232280.88","3076447795181.36","3328911379578.11","3228992613468.13","",
"East Asia & Pacific","EAS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","22257877162.065","21411543195.0694","20287072788.2998","23160550829.921","24617497002.779","28214126157.4196","30972821015.3353","32651059835.097","36934503347.6347","40410016593.9026","45967351399.291","49815908034.3254","58456063295.6687","89359764614.3401","142319778511.296","142733962254.845","159227292313.096","180804305883.901","212978177931.286","286265317536.746","355529404834.045","393013530255.25","384421976427.533","379787653654.025","404372761799.363","403481245409.607","414193307282.421","497816598708.193","639269690646.66","730298110490.368","808949072227.149","886307823392.375","965234663297.675","1066450610406.44","1236890579909.25","1526819366270.33","1626115111398.6","1639355909840.53","1373127020891.43","1483300611156.96","1801502693257.98","1687010471437.9","1775051628420.85","2072257127678.18","2595253338883.3","2974406639762.55","3407404188354.73","3888535983948.51","4616074479318.64","3804474605140.14","4962665556685.14","6065229119055.67","6410561824634.95","6607837705165.39","6755985213990.16","5999262014493.59","5806729616632.68","6492803271189.14","7276740475181.86","7062424444044.49","",
"Europe & Central Asia (excluding high income)","ECA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208760784383.675","192831984762.971","146939467307.875","326112132951.158","236471619719.276","184829523222.601","208527684064.852","200475782499.258","218709329756.144","187993514023.003","157614256562.535","186146381079.733","190292437645.73","217364623850.22","276289332916.856","368242038689.86","444196209352.296","549425537893.303","718734201423.5","913760824022.195","647111124603.036","794181530564.913","1011189896081.6","1070032693503.17","1114404309095.53","1031315297867.05","784630769647.002","749191377831.851","881427355977.219","921143018462.764","933917452510.313","",
"Europe & Central Asia","ECS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","208423142860.622","232427251693.939","277634917230.078","382093701672.625","518460761627.454","542259407443.431","606151639824.347","684467912957.285","795583349968.012","1032292272602.28","1241072468348.32","1120969253214.1","1074158992151.61","1028954493071.3","1037808006505.42","1077311666146.11","1304437800481.04","1597339183477.83","1805267096869.11","1936415871537.02","2295267937506.06","2274828973825.67","2594639166091.75","2250713490534.54","2430338863618.19","2929548139866.83","3006821859466.49","3012291338171.96","3146617075900.7","3181872954682.29","3339845936072.92","3340029800833","3510078092308.14","4231740074720","5102203645123.46","5677085944755.57","6512255786422.34","7711070057867.2","8703387265276.12","6772741229023.34","7591954200717.96","8908070663178.41","8544010372215.7","8858779242422.98","9006432605842.17","7871086918571.9","7896973795251.92","8697543324775.58","9515933903157.15","9432223288918.42","",
"Ecuador","ECU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","214480876.283951","178045025.368732","163881310.72401","181649533.059066","227656539.802333","245638749.390908","270002428.364061","307238277.740818","359393278.762107","376645548.810278","372412519.665427","459682353.332894","495423486.202346","648350793.436342","1237514214.81401","1494854573.48835","1634570547.73776","2000105770.70224","2213274955.48266","2575840755.02433","3196675358.29975","3336486378.11021","3538835376.1259","2627143347.43503","2652200358.76398","2750018248.74772","2677096292.87895","3118845049.56296","3087613078.20517","3449083352.5959","3326816742.87386","3656282141.07054","3740586293.14657","4381543771.88594","5336068034.01701","6016443221.61081","5535280640.32016","6613086543.27163","7136267133.56678","4483779889.94497","5010291145.57279","6734248000","7960638000","7992504000","9554409000","11821905000","13748900000","15636623000","20933400000","16790125000","22541700000","26453861000","27772113000","29459627000","30168281000","23815449000","19004701000","22516333000","25553987000","25086092000","",
"Egypt, Arab Rep.","EGY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","996286588.029707","1081156917.76387","1071428571.42857","1035981308.41121","1078692493.94673","1374780205.9784","1530986993.114","1615822130.2999","1834007074.27994","2888427176.39726","4134809294.16922","3717576961.2711","4516926854.93773","5026531231.04912","7743714285.71429","9289542760.04099","9628783783.78378","10472660098.5222","10593713620.4889","10857880025.8009","10888912155.7952","9167446211.41253","9190887666.92852","12322544009.0857","12856257744.7336","13997308209.9596","13226985709.5381","12938946228.1467","14015606242.497","14561091340.4508","16661751695.665","17718160377.3585","19528023598.8201","21812278630.4604","21144205249.189","22779979451.0495","21801850843.767","19916531416.6473","20219675452.3606","23330246462.2833","29245707243.1424","33931336894.6736","45443397218.0372","62909090909.0909","59712047581.0546","58196067048.8354","58264626400.6747","67928934856.9522","67399869698.7559","69282077027.8993","72069373919.4359","66256251459.1858","68982825514.8276","73678496915.6918","","",
"Euro area","EMU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","125482551289.635","140487335036.565","170217536530.514","234905313765.774","318691533211.948","335103497464.668","379175543848.334","429093845199.155","503147648468.942","655272569910.29","795563408015.755","714076964475.017","680589706839.74","645782990675.803","646464676246.052","668172308671.35","808906063098.374","997322868973.174","1121277224715.57","1212875062342.44","1497319404609.66","1548843380254.64","1668300992990.79","1450335616641.8","1614366413838.63","1971339176822.73","2004278937998.76","1965074041856.77","2083701613341.79","2137919466081.55","2225540649850.34","2219107365768.22","2298391583904.33","2797785298432.12","3343753486203.63","3671949733399.99","4165210492939.01","4912673267124.04","5488901126766.78","4315420998023.15","4754613325134.99","5506544728431.39","5154693753203.25","5327363575194.4","5500773310661.18","4857442481941.74","4923997206291.41","5431844243742.14","5983536600728.14","5907934950447.23","",
"Eritrea","ERI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214474287.085724","334544480.991356","440568181.818182","479375000","606037723.976277","589008180.669176","597114875.236012","597465839.118809","411183688.311688","460868367.301826","472665759.195312","587987181.057653","663164475.067996","603478679.585369","464617886.178862","379414634.146341","360673606.504065","435274751.219512","494229450.406504","603784852.03252","","","","","","","","","",
"Spain","ESP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","5612317803.66057","6005008383.23353","8184906031.58167","11627326956.0251","18006241707.5281","19179420579.7101","20751354389.4554","21074989266.1555","22236109809.0278","30327212196.3312","40198398236.2497","38729690755.091","38319944570.6497","35375280510.4408","34830825294.97","36162100880.6262","43101605678.983","59271551812.4242","73015349235.8235","86194007167.955","106699693927.522","113804595676.541","124860129692.833","101029837102.889","113186748602.658","141042167066.987","149163273348.22","150448863636.364","164460407617.775","179522693373.109","188129721761.563","189036241610.738","201356107660.455","252041760722.348","310654333250.559","343483397587.365","389588508342.742","467591021078.566","493408524974.367","355547374270.631","383261949155.97","432662441037.936","389365914675.238","393336504606.372","416065027898.125","365540646765.21","368298741615.141","414755665854.118","460037286430.588","446769962643.137","",
"Estonia","EST","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2728886213.28394","3259065307.73798","3295550118.01731","3431489400.44219","4158018485.12173","4721056068.5282","4274527576.66099","3688783285.72745","4078346074.6576","4815880757.27607","6478792682.92683","8368395900.62112","9945822285.78535","12490779199.5985","16026215849.9863","17111420096.675","10974937899.4165","13406736320.6191","18729623690.6617","19464295315.418","20560105318.0019","20846974834.0531","16818332146.7758","17648008807.1047","19300259363.9543","21751706822.2146","21525548281.2517","",
"Ethiopia","ETH","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10079844913.1514","13699443639.5248","13812126941.5528","16182860468.0423","19565924879.078","20124704466.5236","19195090502.6836","19235910556.8365","20015260506.4655","",
"European Union","EUU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","145461076722.549","161766053689.727","194978353121.743","269036646563.106","365943023583.631","385438742502.452","436527826922.724","491196519126.17","571539445903.366","744918571024.317","898688641804.146","808087929895.439","771251110051.732","731886535571.28","733766507754.524","761566435445.728","921860012594.646","1135628667389.23","1272011403931.07","1373365029814.07","1681849071339.36","1720910356304.86","1854964915007.46","1618736091171.93","1806756646089.85","2212009765930.03","2263941350059.83","2231280985231.46","2372662150403.13","2426360031987.4","2534602029953.97","2530153725960.87","2639159535420.94","3217060752585.69","3864695063389.21","4270944896978.17","4881290609554.99","5809176556543.84","6546446804864.42","5097550453025.11","5637568937645.87","6542878169717.83","6141248124143.64","6344314816166.99","6569340697637.38","5796759155472.8","5877324586705.47","6502976489151.25","7191420264473.95","7090646907127.15","",
"Fragile and conflict affected situations","FCS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","9897111625.83533","11114261654.7722","12426140284.6538","15856373465.8078","26581610415.903","39020259376.6948","46841790525.2874","55478594610.9915","58921747668.4237","68443352407.2433","86306294752.4905","106841604035.404","106232951551.456","60640621460.4998","59543132762.5992","60792717569.9984","57748071531.769","64122209957.1327","67865332835.513","61305454230.6603","62852635792.3761","75734291295.0055","80002744038.1244","76623869862.6774","70668105591.9973","82045452221.2588","87934431713.7315","98513526167.8982","97402529203.2254","88268984139.8448","95370189896.767","108098663543.316","105951888450.676","120999938202.874","143092157951.063","179115235670.74","207379640614.931","267101486753.082","321752180904.048","323271684269.911","379175980271.195","398407290096.828","446677246942.861","531367755153.289","582993608444.577","489863387276.654","449673412249.074","467193840112.332","548005226197.691","","",
"Finland","FIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","2901994620.61155","3116110542.76783","3558591482.64984","4849296250.19449","7338853316.52749","8310974624.21206","8192029543.00662","8555407997.63907","8979061371.84116","12688139215.387","17233025183.2961","15896941306.1449","15153570988.035","14637062339.8804","14340126632.3704","15264773599.386","17894675111.4239","22422561882.8622","26449182658.1379","29576001108.4938","33514227958.3269","28389942655.4918","27792673214.7598","23895076506.7139","29329538986.9095","37987472766.8845","38849339891.2762","38637040430.6494","39579439252.3364","38720434689.9638","41311958724.8941","39489932885.906","42151326933.9356","52641083521.4447","63757139309.6598","74357666956.8462","84397189813.0724","99941144264.9877","117476197451.296","85955821061.4059","92321655573.3472","109214466156.782","104257570475.589","106008134700.256","103296835603.497","84341201313.6016","86830696698.6689","95826335475.2943","109237111202.353","106134019850.98","",
"Fiji","FJI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","7703448807.47139","8273434929.9973","9042716899.56025","10367369962.8664","12137117084.5552","12575567948.0367","14294826788.4762","15606193461.9798","17377269222.6489","20853686819.1263","22918389039.8016","25770095892.0327","32248374512.3537","44639068945.1974","62037643207.856","64439345265.4123","75449330783.9388","83706873495.5871","97265988372.093","124740980573.543","157930766842.595","144292094146.047","139514921648.867","127109906188.14","125805749455.828","131050518323.843","158186381286.107","193330786860.199","214217597180.927","229069504421.139","276177568967.594","274783164748.285","289557620817.844","252823720176.048","281109404536.862","336601393087.134","341586100782.152","327048775005.619","351430953969.313","353524398039.633","371434494195.688","367426398210.291","381655373611.895","454338600451.467","538587037496.896","591804501927.621","653110023836.407","759099370380.509","854435330306.137","689420672409.003","742031316842.103","868987884447.481","818540713740.32","854548434796.238","878812509205.593","759722943088.242","762455991685.59","830791260481.178","913305341610.98","889359807466.665","",
"Faroe Islands","FRO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463123806.112703","559631317.909464","611176405.092106","584514826.741001","610599516.131075","869681375.897506","769608252.240824","908686154.513165","1025526333.49028","1336921579.07306","1327573017.39864","1085675912.62661","1098380185.27409","1342317507.0315","1481743634.0095","1496999804.14152","1464516703.78619","1268924924.56784","","","","","",
"Micronesia, Fed. Sts.","FSM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","89800000","","","","","","","","","","","","162387700","182834000","182125300","180575600","172319200","169396700","184320400","173961400","186599300","187839500","189722600","195838100","195650000","226222700","243611500","243860300","255859900","266613200","262856300","236361400","247594700","242489900","260565500","262770200","","",
"Gabon","GAB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","46157379.7170311","53078875.5037959","56243568.9304453","70124240.0810661","77540103.4436829","84468787.5973566","97281594.3266416","130487348.089838","145012559.970438","171949150.795503","123008734.147266","199741094.369392","311076213.307742","416798916.5173","668038561.85275","1033535543.81168","1387316653.25391","1440086500.20843","1121176289.14066","1133406056.70852","1353656767.39824","1571772409.82414","1435152241.09865","1476646950.40855","1431720921.04787","1913133445.97193","1861937649.2914","1484012449.05493","1602494055.16644","1724720017.89053","1836814829.26011","1797631392.56785","1889852814.48084","1512752825.53666","1603032258.01223","1772673217.02323","1879469239.12389","1983293967.44116","2177525350.37608","1777483514.26858","1655659043.70693","1473711135.22687","1707297196.71007","1843491822.01042","2073131765.29024","2293295082.67893","2897165197.81117","3309244454.23718","4156167870.27755","3780351102.9439","4526528581.67525","5236193125.45438","5390232737.70199","5855447181.16799","5279048163.33855","4015443355.40044","3659959710.30311","3708781580.92381","3627476390.97555","3591606369.22673","",
"United Kingdom","GBR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","27409685145.1884","30419803358.4814","35251671078.9211","47697384860.3626","65241244039.2707","65516192035.3982","67750428212.0395","76182421594.2787","89639071716.2033","118543961033.46","137974172205.438","125162311897.106","122164287211.74","121368160072.76","127311250465.549","130997365888.09","152959718997.361","188415647981.696","229336405905.372","241405770287.958","272512448508.523","259732944620.811","275926649877.15","264548279094.181","294440259871.442","339187312608.49","367747269890.796","390581204977.079","409024511427.625","425843714609.287","446500226963.232","446758312940.838","476226019184.652","534997551020.408","634716221164.409","694992727272.727","791190432382.705","844037615046.018","851685661764.706","674542763670.354","749291526880.038","840470563631.101","842499860812.389","870053618242.98","915964888628.861","850218996101.725","809875896141.561","841968870614.19","915530698095.258","924788464106.909","",
"Georgia","GEO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3514920846.7183","1986754966.88742","2446203314.37052","1938101600.09357","2743399815.08299","1140170044.20972","1001841200.42363","1479432986.51252","1340894551.22164","1066705911.58926","1212806558.87468","1251368837.43367","1439783576.99139","1843081511.86093","2455655258.76461","3286864897.66646","4388115030.33026","5857048787.78809","7425610410.51784","5237832984.13649","6114963810.80626","7985650756.00356","9138860291.89124","9261753035.95046","10019255819.2218","8659322257.96501","8483331220.68703","9341701534.17015","10770490509.4511","11155423867.1445","",
"Ghana","GHA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","431423304.702514","474845780.175819","393603729.290281","423018954.610907","413213879.504031","549084205.985018","417416054.549835","348508152.767387","347109528.744885","399077904.517425","503014656.062503","489222600.150441","321158572.044947","404225352.112676","631055900.621118","518085106.382979","443644067.79661","368285714.285714","354799301.919721","448717948.717949","406950207.46888","224767428.792591","120354808.590103","242989412.632509","475228310.502283","612110906.702115","1153286610.35948","1328870748.29932","1250710521.40818","1278450300.4595","1522368636.72261","1683755434.78261","1845128146.45309","2172624036.97997","2001557531.38075","2128753127.60634","2780426911.31498","3651811035.15625","3495721453.2872","3830866091.52288","3350893191.41127","3444743962.02708","3383649798.08178","4320560567.60498","5361416564.7582","6623811100.07724","8312720240.04365","10108835863.9863","12690121372.5305","10989375851.7888","14778901678.3217","19416444364.0668","21794702942.627","22377217876.2491","19505247428.0191","21187683788.2948","20615994270.8067","22649501436.6165","23871613874.7737","23713149959.7501","",
"Gibraltar","GIB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","539720563.969686","626828740.251305","740909308.147487","724403496.131013","891764001.211754","922121889.507892","856409525.055432","920887064.887494","874985347.941839","905906827.516643","941918716.932271","864746362.731672","966133346.851746","901093975.110592","867392015.605054","850549843.310401","854522371.142889","868000109.323699","946513576.296896","1031237407.23715","1922724849.13814","2988313292.80529","2962825502.58155","3177066500.78466","2961065637.41525","3620035688.59762","4089175142.90716","4519671005.05146","4396562740.71092","4480281624.51364","6954837617.01374","7088995909.55101","9418570924.16385","9030209352.56343","",
"Gambia, The","GMB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","19266562.1324971","22035471.0401569","20989199.8271972","23077473.2395718","21394038.3046129","20720626.8860119","24111727.3772048","31865484.0225564","41878368.1103513","50236393.8053097","52005301.7028351","65618403.8377671","102909574.723115","131010643.93137","153323649.041255","146040649.180987","128849137.366237","133366216.933222","114896375.659161","121703202.44485","104144404.33213","130802612.235667","155879196.23159","185466005.591012","226976773.702246","239290744.409202","263205829.782929","275121697.533573","214067398.609865","279037959.829427","247309659.902829","204004039.136488","240030742.922645","228252406.736229","239267915.793425","172597799.479831","187843250.760626","183930243.073202","282216842.434757","309496979.919791","309274309.922788","336061817.041498","384410879.400155","377490204.320608","406575753.248608","363423450.944453","394206458.813297","370408481.099962","404404188.531857","442275670.675301","465270247.132013","584099524.801111","674387849.984502","778607851.608732","",
"Guinea-Bissau","GNB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","23768618.6596903","26948628.5695037","31248657.1406251","36398983.0508475","38767763.1578947","28278217.8207579","31395546.9823706","37483116.7231619","44225216.1383285","49224572.0070025","46299659.043934","55268030.3030303","68336755.6496237","52759846.6766756","71013939.1033411","83018771.8762972","41457271.6312291","67719955.5763167","84150250.5167036","98449728.3366258","90350137.8049409","97180013.6089954","113409934.417992","77499976.7900961","80839755.4509768","89252264.1599689","86090212.0790152","107106556.211444","74000256.6311349","96100140.4744623","122592296.962694","105220708.052851","97104771.6446276","117152485.984608","140134374.488912","147688552.160785","163350841.792568","236294164.336023","283532727.281254","291219472.060075","299072147.505335","339915476.021693","254235279.576735","270056473.160068","330651315.19068","337797563.443709","368826434.440536","445441617.221668","473248832.410983","449176782.440335","",
"Equatorial Guinea","GNQ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3583355427.56045","3652042752.38717","5942729602.80161","7794030128.71889","7193785588.44253","9610803923.97406","8389599459.81802","10023358834.2755","8612716025.68619","8361397390.98541","5566862090.17853","4629853312.2198","5315347261.12693","6068571860.65625","5761207760.22297","",
"Greece","GRC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","631632347.254096","700605823.572942","769366899.067225","900360280.325354","1115046401.46126","1308623060.96874","1342050634.58856","1412506373.34621","1579116078.96712","1811909654.35539","2000809090.90909","2212451136.36364","2733384090.90909","4490319907.94016","5389992045.45455","6042160467.58767","6489140858.20895","7481735430.15726","8625546382.18924","11091655013.7994","14356165467.6259","13479682041.8204","13459200000","12208637383.9009","11571636940.7497","11598554897.6067","14070950340.7984","15884210870.6593","17767852750.4204","19664088753.6718","24815115649.1831","25647744251.2619","27828549338.577","25002288347.2057","25323011235.9551","31047568613.0313","33853424546.9989","33000637713.7152","37510447250.0865","40084619007.0318","45152926478.7175","45421484653.2439","46512543290.0433","59861400338.6004","70208942637.1989","73315604775.5254","86576754610.4629","111487350533.808","127492981104.438","94913550013.8927","91984510745.9708","92985185781.8542","81399960098.5976","79551948570.8799","82430385379.5134","61929992131.7875","60083185399.1658","69240746049.8403","79381574666.981","78058893033.7363","",
"Grenada","GRD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","32592592.5925926","39703703.7037037","56888888.8888889","66370370.3703704","78703703.7037037","79000000","71777777.7777778","71148148.1481481","88111111.1111111","105807407.407407","115092592.592593","119888888.888889","128629629.62963","138800000","149118518.518519","138625925.925926","159318518.518519","161914814.814815","169207407.407407","194092592.592593","212592592.592593","253185185.185185","266296296.296296","310138518.518519","280206740.740741","272108074.074074","311462481.481481","319120962.962963","396159888.888889","402395592.592593","436385259.259259","451733185.185185","360979629.62963","379569185.185185","395495481.481481","395684296.296296","424283148.148148","492926518.518519","507078444.444444","528691592.592593","598708888.888889","654306777.777778","681619407.407407","",
"Greenland","GRL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","771604657.164109","890571013.670277","1084860511.26415","1044612228.42537","1322097103.07328","1759224024.63663","1392135648.86493","1912821607.01268","2484474826.30804","1656262408.28658","1562932891.76148","1381683741.64811","1137635815.03887","1220182123.38637","1242968998.47037","1373816235.391","","",
"Guatemala","GTM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","151700000","145300000","153500000","201200000","235000000","261100000","266100000","283600000","296600000","299000000","338500000","371100000","389500000","519100000","811400000","858000000","1204100000","1439000100","1655000100","1784400000","1963300000","2031500000","1628999900","1316999900","1434800000","1262260869.56522","1055296757.99087","1579400000","1720152709.92366","1890234375","1900441392.83963","2028674262.76124","2849959385.75794","2972637257.33754","3226457087.21658","3726925962.8954","3539822366.69293","4197706680.73948","5091730420.36782","5011108418.07374","5584222227.94724","7731195123.8134","8255070815.80731","8807734236.67343","10090008720.8205","11155024024.4174","12662799252.8872","14441181173.6802","15422485304.2328","12501367182.9053","15009492876.4675","17803241426.2594","18197178244.9959","18382944837.5929","19287363234.2671","18695372446.0469","18243806629.0346","19777888376.2708","21158463799.3404","21608968518.9757","",
"Guam","GUM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1616000000","1654000000","1785000000","1843000000","2079000000","2489000000","2673000000","2639000000","2719000000","2949000000","3037000000","3206000000","3283000000","3042000000","2976000000","3026000000","3178000000","","",
"Guyana","GUY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","96949192.0900659","98465846.117949","87499270.8394097","81082657.6445196","104240797.99335","122941176.470588","137588235.294118","149588235.294118","126700000","138200000","152650000","154250000","167714285.714286","211523809.523809","288227272.727273","370625000","413560000","354360000","319960000","367200000","564840000","526500035.714286","337800000","316000000","224763157.894737","280627906.976744","268534883.72093","321836724.489796","281100010","279264716.911765","316708850.632911","419266355.09839","557463259.792166","595085540.706605","633450373.825018","696946829.577465","766890762.820513","820130867.76076","774285039.762422","726372197.440421","788833546.017651","759902155.553468","758240189.337319","739243194.313133","828486192.403212","905124012.507818","1095792587.27908","1382587392.82627","1644687122.39108","1507250547.68326","1412015470.75711","1761326356.80763","1996809035.89431","1874939993.43701","1791709049.97452","1491600484.2615","1447838256.6586","1643970944.30993","1827749044.73256","1971924220.6235","",
"High income","HIC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","310572901533.279","345334573740.323","410788936029.021","558434616943.616","779942953518.109","803503131660.447","918195811514.546","1053466697922.6","1230680360040.48","1570022446123.71","1878629387347.63","1843938553374.36","1761318763566.74","1743215299900.28","1860408152920.69","1886253043357.52","2144908849446.56","2552283821788.41","2929466067638.75","3189999511976.97","3675521664737.95","3767369372976.3","4023470832633.82","3886255122662.52","4345042156748.65","5162246522284.99","5391238106805.17","5515831143251.47","5552581693039.5","5841094332809.28","6467073591263.96","6237098561427.79","6439107521913.98","7430641353196.78","8882405736654.51","9953545567876.92","11279507915501","12859030108431.8","14435359707398.5","11384806134822","13169350816857.6","15372272466601.7","15277219579925.4","15583416356197.9","16003052949069.9","14460407596139","14261250533738.4","15512442103861.7","16873425327956.3","16636324748419.5","",
"Hong Kong SAR, China","HKG","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","0","1254129700.43431","1397230780.65259","1552024945.24667","1778091243.17903","1759685863.87435","1977998988.86003","2045585036.9726","2304810109.94067","2747800971.51109","3249058279.73615","3811504974.0811","4365051228.41848","6352472554.16302","7683838142.93664","7818122872.42665","10141697928.5598","12077005577.0056","15489036445.5452","19899254402.6226","25762544964.9324","28586942908.7721","27223018501.1285","27592908660.4636","32155666410.8468","33514915027.9817","39269027206.4383","51815652129.3102","66398923904.6887","73513762996.9615","83645022978.7671","100108734815.73","122484820298.168","136735870520.709","160442135500.233","189046381757.543","196722521753.746","209983596181.914","186279033736.589","178289784079.923","208787221480.645","200030132840.95","206139455564.246","228647454666.872","268978813559.322","300019672637.033","336798578748.165","371855051657.395","401811655622.335","364440775045.796","456013231735.571","519399152106.886","563915218400.289","609317560598.246","620474587637.508","598683144559.973","592696108112.286","641229533439.409","682055750462.461","642473104557.23","",
"Honduras","HND","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","77300000","78100000","85600000","101400000","113100000","136400000","165400000","182700000","204500000","206200000","246600000","223000000","226500000","302000000","456000000","446000000","514500000","655500050","1234878272.60239","1479471525.31077","1795536832.382","1688328750.83773","1293644183.96739","1428646953.31942","1688328750.83773","1726447179.83125","1712152768.95868","1703417295.64767","1824122245.82697","1943711271.52273","1934349590.62418","1896551789.64395","2118269211.8809","2344007289.63644","2590593425.93473","2888355828.98853","3165076342.90541","3548150098.85931","4090622570.16248","4310374703.83275","4718148698.24101","4884629391.80771","5074550499.91272","5547940676.90343","6757954310.91606","7494273021.08665","8356510679.44837","10012098533.1448","11641784770.2826","8369540251.17623","10086959052.8761","12567100665.5354","13022905108.1416","12647245231.8486","12923205572.9206","13027942329.0742","12401112327.5673","13585423487.7869","14606467051.8393","14145631107.5749","",
"Heavily indebted poor countries (HIPC)","HPC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","3511711243.76354","3548434088.35903","3951688385.0783","4264447270.02032","4971730043.27198","5228413369.18121","5362549654.13604","5683271579.17667","5956903535.76349","6611037467.2873","7254267940.40444","7744457092.27832","9641196036.0845","13608565610.4632","16221761441.5133","16960755596.4365","19817406789.79","23445156979.6055","28287077925.5024","32908014688.8493","33358033613.1238","30328129994.1635","27371885371.7953","27684649601.0784","27658592359.2202","29288605037.8263","33090941534.2125","32758506338.4737","31572883379.598","33350105746.4034","34448499826.1431","34636418670.4309","34032113872.7796","35186434379.0632","40729556683.1557","43827080246.3999","45179732783.3729","48021817989.6427","48517301836.1725","49623015975.6355","49082733503.4275","55470157566.4862","64998098393.0316","79046950462.1556","96037679319.5291","111781620390.559","134953109492.721","164875008696.087","147431415502.505","173864662764.062","205006864775.967","225385243287.073","242422711634.616","245075739037.774","228993460729.776","216194289510.363","228514794769.95","249401040734.184","242588241826.369","",
