"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Euro area","EMU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","121448761963.828","137743119820.913","169090905182.664","229078136310.719","299062507404.872","323782585503.234","353814456857.781","408671255360.578","495989380622.723","620480074860.906","704751909668.514","652987965618.235","630348181934.037","618285633699.982","631147070148.158","654897482447.475","823379190768.469","989581806082.482","1106800865661.98","1182371318443.64","1467216726187.44","1518035598959.03","1651733717044.13","1520152323896.59","1698086679535.66","2082372787051.4","2135822594479.72","2113180593742.46","2216747170233.5","2230988878592.66","2275924573718.59","2316454779475.79","2476012279229.79","2974881648979.72","3567467822840.69","3843624256975.47","4310295357079","5108597042786.52","5653333309816.53","4531377916085.79","4947347277340.83","5726844405802.15","5525981466571.98","5790228533451.19","6018497044517.66","5379487237293.97","5452143312609.1","5986817842009.82","6565038140987.03","6417738148242.12","",
"Eritrea","ERI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54502214.5615604","142966419.337566","148977272.727273","129406250","202746708.19765","203302823.650328","110594955.106698","65684566.8866374","68310441.5584416","81308766.9658252","85922669.1120632","56064210.0029543","64052293.7443336","67725792.0730874","83564227.6422764","76071544.7154472","61125203.2520325","84082757.7235772","101385281.300813","374897684.552846","","","","","","","","","",
"Spain","ESP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","4972693368.19586","6066774371.25749","7887709034.4292","10475954597.3729","12825214306.3167","14204585507.2464","14892644118.3785","17551966265.0602","22290497612.8472","29409382746.6534","33264229751.6825","33024130473.9593","33274590186.279","32609484338.7471","36663185158.3523","37722088454.0117","45733714149.9347","56497570138.7953","65086235252.1069","68859532536.8939","84372755958.2109","90965543795.036","102129839752.966","92985054516.9303","107763295118.619","134151321056.845","148003415210.824","151471590909.091","161627129969.93","167251225229.065","170488299244.518","174772259507.83","187310370788.632","232067720090.293","271169605165.135","288082328068.648","317874796135.993","382529427867.506","416446462575.07","342600722422.895","368701226683.716","436754994731.301","416725769569.772","446562968501.662","458509893738.849","401877001633.088","417428469683.007","461734587258.824","498563565403.921","486131805882.352","",
"Estonia","EST","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2573467584.01694","2848889768.45438","2967518174.66562","2932836649.7594","3627803313.79621","4178071976.86061","4022130536.62692","3504491200.5897","3831095246.62071","4270175190.73184","5644211833.785","7418642236.02484","9230780624.30046","10769818968.7618","14052834656.4468","16160988574.7766","11949521950.5418","14660971017.4177","20077890760.5607","19845436184.9581","21233896214.045","21775106016.6113","17718448637.0757","18586162175.0196","20449898165.8971","22831828247.3943","22778438964.4478","",
"Ethiopia","ETH","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5331910669.97519","5962716169.22631","5948437727.40764","6474164234.1889","6047701984.51402","5804111646.50643","6238595144.93368","7055599390.22989","7608024684.63449","",
"European Union","EUU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","140588666514.385","159018158609.621","194494546639.186","264026468804.022","343899107587.47","373209596611.355","406632757395.27","466660411971.906","563889006884.901","705889257858.659","801255156939.884","744252898956.157","717939279834.82","705363589659.556","721444815454.045","748266378347.888","938274795493.957","1129938651542.78","1261287107387.59","1343312494427.91","1654546102647.72","1701511244347.84","1849017437514.63","1701202151221.9","1904626183026.17","2346235707635.88","2414043708872.08","2391574958467.61","2513498782325.36","2529575124288.44","2591804193452.8","2637926922986.2","2827419307196.92","3406453651197.62","4105418644048.05","4460672525841.86","5037479444632.47","5996323785941.68","6685613122026.8","5342016346277.13","5868631252436.66","6807780545786.89","6563581114573.3","6883515675969.6","7160935672806.29","6394005854179.17","6488942622078.48","7141685606303.36","7843482544945.75","7687067084752.25","",
"Fragile and conflict affected situations","FCS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","8630090349.94042","10115807049.7196","10802055789.2893","16298596452.9423","36626575229.4162","32764051990.786","39355233383.6997","44437974327.1873","45097417965.6954","71776386819.6549","101906691200.655","70107501779.6307","59588424259.9559","50585788500.6823","52366928935.7118","51444481914.9702","39457795293.6895","49788622511.5533","49957211543.9888","63665443344.2805","69915166124.7238","66715281861.2589","64802656211.7247","56427329719.448","57336998394.8812","70419137431.4539","81412537797.8269","87052899674.0412","68979809151.4142","78671255658.8117","120711578836.115","102132485893.337","107020654385.6","124475318206.355","162678202738.466","215077821552.094","285260798852.833","310339938327.427","427975146780.098","282781097182.834","436874231219.552","459635643217.162","537495497665.27","457205483447.649","441962206269.028","298806827977.847","259179482463.485","337253035220.179","424933133694.962","","",
"Finland","FIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","2711046432.61608","2827196504.68883","3487225838.82994","4596304963.43551","6381401607.05845","6523355422.66042","7499615325.43468","8995130588.75609","10101083032.491","13152190505.2664","16534905961.1093","16409479195.3706","15244850129.5177","14631725021.3493","15594578551.6423","15638910207.2141","18858784893.2677","22897335317.1919","26071073205.4016","27400581959.2629","31323277872.8036","27176885752.0953","28745686222.4582","27996252732.3826","35158793397.8372","47992919389.9782","47988609888.6876","47944107204.2149","50182465509.5683","50848071595.994","52835820895.5224","51463087248.3222","54686617730.096","63920993227.991","76117457164.142","82483521950.0062","93431188056.7056","112217355598.139","127764757580.196","91103084190.0528","95721453152.5972","107070879949.183","100243661079.02","103136231851.386","100140536033.758","83008103045.7021","83756701104.8245","96118922900.0002","106491391967.059","107441566078.431","",
"Fiji","FJI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","9218097244.95283","9721651418.4664","9960806434.91084","10957285670.096","12309840151.9873","13777986225.1601","14959146278.5996","16048630242.402","17593837376.4291","20287923378.5057","23725050194.8742","27354090209.5418","33827048114.4343","46340601060.6954","58910256410.2564","67956249043.9039","71988527724.6654","83014174913.0784","102571220930.233","127186247301.881","147148401117.665","135235968617.984","125156203213.894","125614080385.575","126491030548.675","129015184698.496","157252580736.812","183073229291.717","207505781301.619","222041949413.942","266219732562.342","270798744332.054","298940520446.097","275047486680.565","301941162570.888","362214482849.257","370197461212.976","370822656776.804","392709584167.223","389230769230.769","389534733738.714","389070246085.011","411392810088.462","480585778781.038","560012416190.713","593679890560.875","647700414000.753","740120448946.072","820631316830.233","668131425395.943","707910169575.17","813250472648.742","783758210131.325","825465605391.867","846143017568.246","745911734494.106","747503032909.919","803163777629.413","884286927396.078","862766690486.273","",
"Faroe Islands","FRO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","489628104.106972","525171296.694475","527606982.469597","569880328.735522","597768122.917907","667653353.977868","704995743.686468","735796828.36132","825082397.255667","959770009.368628","1115768619.68184","941819470.611278","1028893511.85079","1260249222.34433","1238757013.37937","1406228299.77031","1464071269.48775","1289555433.34473","","","","","",
"Micronesia, Fed. Sts.","FSM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","3600000","","","","","","","","","","","","40334800","40239500","37246300","41045400","36239600","41921500","46366000","43854000","46055200","37304000","41837100","45844200","57728200","61367200","61304000","70347100","76935900","97807400","96425000","101619000","85658000","91885300","109856900","142584400","","",
"Gabon","GAB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","48341345.4526679","52322628.9770515","57972564.2456614","72764821.8143336","90352324.307258","97934826.1998338","97688671.1600883","130487348.089838","142588991.444188","173872519.372634","160996725.575098","253126078.244313","314647528.123748","425323421.717477","888640848.136214","1068531103.98589","1371832274.31864","1449448283.56197","1475698435.90451","1772269113.97392","2769790000.98409","2447269146.64729","2228502939.26324","2079692035.18531","2104556520.13366","2089867355.9314","1197784951.80843","1401160632.95298","1408435483.22296","1917191499.34906","2740347018.81817","2553606874.55713","2576725001.3034","2136542944.38168","2584714632.27887","2944909770.32081","3568070445.96018","3265552382.90717","2125424483.83071","2779726330.60532","3498457743.60748","2724005628.6266","2793733093.32927","3374014087.74221","4268998464.46462","5748214915.74562","6250057134.3768","7280347814.62017","9646288875.32148","6294591627.28779","8287738444.03624","11243840799.1026","10465457223.2289","10092463252.248","8104569005.66331","6620833366.11911","6175468938.5318","7498597594.24114","8521609542.23314","8558569684.64494","",
"United Kingdom","GBR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","28476084473.2421","32399500851.7888","35047016483.5165","43189886820.1862","55247509350.1636","61367807743.3628","65114522012.5786","78000503924.6468","94026549952.0614","120112041931.385","150270278875.203","140401514268.489","131937355345.912","126056034106.412","127015235035.914","136390029260.78","149325042069.774","181419654682.138","199549382070.438","207537671465.969","252214955433.239","255368641446.208","267432104949.105","260651593281.344","294129761248.852","342843616853.401","370126365054.602","398351342501.637","398837363365.353","402497977673.516","417751550915.418","410657837915.647","430262290167.866","489781224489.796","573119736360.308","634000000000","735455381784.729","782655062024.81","788810661764.706","635831126343.667","699877094513.814","816408686663.569","810792893788.929","834486317714.812","873246879086.764","809797053163.255","766233584604.165","809630497408.069","875792531491.74","891735733712.554","",
"Georgia","GEO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3101400747.10438","1754966887.41722","1315854563.44299","1266549922.82057","1452315945.41733","686952691.139145","412437375.264551","548000077.071291","594736066.879958","533561622.88355","703050128.463696","787530921.369995","992546704.923259","1255487719.6253","1595471619.36561","2132178518.23247","2514996629.97079","3135109248.72793","3616313388.78455","3181083507.93176","4034786511.81058","5240438778.53543","6020953188.39702","7171816760.85127","7039247890.3551","6110518662.14251","6177800312.67165","7557441721.45846","8898149244.30764","9580781377.52386","",
"Ghana","GHA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","343177628.740636","340376178.7101","334773278.649029","326368928.557421","344578353.755904","351581978.832244","310960953.389474","304363786.750185","339265245.609408","387311479.814208","472618058.912527","380936174.820699","437465998.836926","528873239.43662","530434782.608696","544148936.170213","434322033.898305","334857142.857143","306108202.443281","451566951.566952","376348547.717842","200813941.813143","134733893.557423","225418866.282653","354924983.692107","479914488.823251","949412973.172926","997843537.414966","945143358.873742","879283843.414793","993968473.144556","1119008152.17391","1104855835.24027","1208400616.33282","1375221757.32218","1583728940.78399","2226974923.5474","2233493164.0625","2533905276.81661","2476240810.20255","2431828408.88236","2404094094.65308","2627858783.44271","3104789916.93586","3490673151.75097","3911596601.56681","5141627932.35134","6072122968.34902","7140126004.34824","7609396365.70131","9490699300.6993","14529869985.532","16656634664.9131","16118921318.2598","15465492197.7491","15520745571.5286","17537473272.2901","20801563774.2788","23118048350.1625","24098556292.4062","",
"Gibraltar","GIB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","597773146.723816","645766109.126021","640721917.489186","756205506.027721","828657264.768252","914442808.06473","817037843.902439","869557550.706436","769761044.439894","780076675.307646","742664657.470119","740150188.532822","763847002.615392","749004814.035794","734578521.298093","809760047.951535","780999308.072988","894584161.414175","902874206.941495","1021679595.88109","1005390515.52319","1479451797.53354","1507080731.84401","1512364199.58313","2079424662.12871","2212106788.6689","2531048966.42904","2217341673.42936","2342843821.09411","1890478301.14386","2513773150.27708","4585676730.90918","5454778297.73067","5745257343.68606","",
"Gambia, The","GMB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","15991879.9350395","18921647.6870266","16460327.3652378","18244947.9191667","19763788.2206115","18037817.5800642","19980662.5693299","26392974.6240601","37335203.6939622","51496460.1769911","46061463.8091387","50729611.8621893","57876732.0324112","72406269.8580809","103028762.347472","96171239.0714501","95785105.9183228","107765519.593724","90664350.8830669","99013867.8445774","86555971.1191336","109029387.65125","134311832.925884","156436257.18656","189941616.956467","203221078.425759","218510077.902807","212861713.332748","158551983.969609","186875884.035498","184904421.671498","184290229.603341","212639014.948652","198771024.387675","201981794.863774","149998087.612831","157033783.85163","151438811.096896","198101238.424114","204546568.027044","221729727.033354","230768612.252446","226068383.771021","228340664.45482","226367271.169499","237666106.613716","280761041.365959","263866331.457049","243620156.710517","220397779.833488","241652873.694424","336932030.540872","355036677.342701","376419317.91735","",
"Guinea-Bissau","GNB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","3149285.51401726","3265785.71405244","3819957.14258429","5415932.20338983","4956907.89473684","5650808.98313267","5925666.19874294","10697300.6754997","9487896.25360231","8620322.2563114","14039269.9554541","17319393.9393939","12977443.5323605","9829616.69480844","18557846.0316083","14037481.2502193","6817564.96112985","19759984.49642","20460063.6204285","18949946.5512327","24240037.9325829","25670003.18017","11094993.6067854","21009993.7977979","38769882.7169021","29630751.5741491","28460070.2411613","56440727.4049316","29820103.4389589","55800081.5658168","80534492.5104951","83141785.8680001","74157869.5306463","88988426.193173","98042211.3223776","94765920.4414447","76043478.3523345","140527630.956286","171639239.196142","155846071.772942","126560086.577814","281998007.485598","153100589.567136","190931908.347502","212887452.848316","288598265.786005","312319795.915132","374071499.718431","369432111.04629","314959863.364646","",
"Equatorial Guinea","GNQ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7183409023.02907","8303800358.81345","11584326308.4361","17621714169.082","11171995036.7048","13991010001.5299","16038364888.5111","16098338224.4035","14849115083.3084","14357209503.5354","7470701273.33407","5779218083.66306","7181837392.04249","7809387582.7825","6079488181.65216","",
"Greece","GRC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","429350661.439364","470520074.739535","435291069.527426","534783250.41953","510005047.275921","588341197.374862","803143173.505982","834337698.884669","806033869.219962","893899660.592104","1035805681.81818","1190229545.45455","1541631818.18182","2600729574.22325","3603867045.45455","4034030818.27843","4376562500","5057519888.99167","6044091836.73469","8266960441.58234","10981808153.4772","11196637146.3715","9399266326.53061","8143969040.24768","8067825876.66264","7715318776.21515","9976099318.40312","11898954705.5863","12441706461.6863","12624099454.4692","14466921969.0456","14929959805.5711","17292882373.9721","15285243460.1665","16843840589.8876","19745092366.5245","20839186296.7157","23223405590.9148","23536857604.0586","27447755167.2704","30865641238.2532","31036299328.8591","30939794466.4032","37446013995.4853","49807418301.4651","52808084317.8709","57872321666.0394","71726594579.7974","82807605390.3618","62641263962.2117","66165509706.8612","73490370904.7261","70468159317.3051","72806344158.8895","76733682179.2433","62031002052.2503","58691179423.8525","67164628150.8533","78811715106.3885","78038964596.3026","",
"Grenada","GRD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","27000000","34000000","40296296.2962963","39592592.5925926","39296296.2962963","38296296.2962963","39000000","41777777.7777778","55185185.1851852","75888888.8888889","79777777.7777778","86185185.1851852","85333333.3333333","93092592.5925926","97548148.1481481","99566666.6666667","110425925.925926","126766666.666667","123800000","131600000","138940740.740741","165718518.518519","218037037.037037","235727407.407407","197133111.111111","172622222.222222","179535555.555556","197736925.925926","148871259.259259","162306481.481481","209545888.888889","207800814.814815","187237296.296296","183762222.222222","196181925.925926","206490962.962963","214246185.185185","478569888.888889","510778333.333333","523548185.185185","578210481.481481","642916518.518519","669952185.185185","",
"Greenland","GRL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589143403.615829","715995393.16653","759542430.255632","761014327.033026","814482796.627294","924148212.07901","777481393.049675","852474173.645561","1020042095.85188","978938282.261545","1012250057.86728","1093416481.06904","939163780.674505","1103569677.79313","1156128367.83837","1245985493.93469","","",
"Guatemala","GTM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","131900000","128700000","134800000","180400000","199900000","223500000","263400000","235600000","269500000","305400000","353600000","343100000","397300000","536500000","708400000","792000000","941700000","1340300000","1303700000","1473600000","1748000000","1471000100","1288999900","1176000000","1231300000","1161565304.34783","1160867534.24658","1122800040","1262786259.54198","1455681818.18182","1608631682.19716","1688639662.74931","1886241441.99899","2018135358.62583","2274655724.02281","2822490792.68922","2791706609.53507","3194396325.67574","3524472507.19379","3481400349.34261","3895385279.26628","5275584493.42122","5463975082.14327","5648926179.65218","6464752708.7397","6817724662.36131","7537173335.43788","8721105938.77471","9673843690.47619","9046785507.74358","10667583174.0674","12688288796.979","12530952103.7582","11658261378.6783","12579635808.6961","12331463395.5165","12387113909.3935","13252465466.3237","13323208187.0412","13574693569.9715","",
"Guam","GUM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","722000000","631000000","846000000","956000000","1006000000","1005000000","973000000","838000000","846000000","928000000","1004000000","1053000000","1058000000","1048000000","1123000000","1129000000","1165000000","","",
"Guyana","GUY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","82949308.7557604","96774193.5483871","110424079.799335","110599078.341014","111240739.660503","117823529.411765","125764705.882353","143705882.352941","133800000","147700000","151200000","164750000","164000000","160238095.238095","296590909.090909","370500000","300280000","284360000","319880000","317240000","490319960","393107142.857143","254400000","224500000","193263157.894737","218069767.441861","233674418.604651","282142846.938775","263299990","251948536.764706","248683534.177215","356599994.633274","469762447.641887","519140473.11828","567658924.078091","629152003.521127","723896874.643875","746591431.239949","688346951.547645","670497421.319341","684731124.266842","661420532.049831","670242444.601789","666355283.18538","752856480.465943","698037583.989994","734648328.598624","891598429.823664","1015030449.34203","1008663888.20789","880542615.787597","1119677478.64767","1415518723.7318","1375322672.20788","1167475582.37087","1151257142.85714","1440631961.25908","1437329782.08232","1375798383.08619","1413126139.08873","",
"High income","HIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","315105667467.51","354137006339.916","420040083869.069","568684563355.846","766039553365.238","824849889049.007","914965503085.183","1039286794521.24","1230735838473.37","1531003389959.18","1845144982633.76","1858548610778.61","1732880916819.18","1695745081845.42","1795609849114.89","1833841663159.77","2119606949001.15","2505218241398.2","2882380535299.97","3116614378661.14","3615094799012.63","3793625225848.24","4099194180341.87","4043692963531.25","4509646335967.15","5349497660726.12","5556349269089.98","5715086429050.94","5695167143401.32","5878798205217.73","6391593250089.94","6179641611445.88","6427980936826.81","7412664869681.21","8876443148151.98","9861970860412.95","11158470665199.3","12846671184741.5","14360478971557.3","11606510473974","13447812124155.5","15761536558676.2","15807635700132","16288910320547.2","16680297057804.2","14948038393639","14799997148710.3","16118094993610.9","17523416081786.8","17176768895710.7","",
"Hong Kong SAR, China","HKG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","0","1149077545.56591","1263224321.6155","1414306395.93155","1609005531.01451","1675916230.36649","1889960077.40451","2170856894.30187","2451069004.61784","3029243796.77038","3541855147.79662","3999563824.25473","4818662034.24682","6859419022.63674","8133794419.27021","8380004863.0248","11516881422.2802","13104032604.0326","15674787027.3502","20190497131.549","25613432205.9444","28115506414.0411","27405229081.204","28132742388.372","34837426451.7779","37098885865.3797","43008342624.2743","57087313901.7478","71728414040.4817","81399120501.5449","90213099180.9803","106157607576.693","127907138981.474","144855214850.82","162013741524.766","182564440652.55","194351137142.34","204029268544.71","187184486075.426","186851434096.036","216355888694.938","207975842437.298","219708676864.686","243329095392.202","283708654340.01","322201406657.838","358400448003.296","394443817776.297","424120177736.683","381291699992.26","469444859187.561","528967240493.32","566884508277.036","610972021660.65","621071949033.415","606075105136.871","600021385414.117","644673433249.5","681282515787.459","648960553350.604","",
"Honduras","HND","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","71800000","79500000","87200000","90600000","102700000","138700000","157400000","170600000","196700000","186900000","201800000","217000000","235000000","294000000","332500000","345000000","454500000","581500050","960859350.82261","1168036044.66044","1315331102.73782","1227917680.42087","1066168434.40131","1108154408.9","1174230696.63565","1257514350.96913","1393796694.42391","1312577924.08218","1436852036.59787","1520893864.26027","1561384393.23464","1573527394.81257","1651611360.70136","1811810868.46427","2066441596.89849","2590041814.38999","2855718826.01351","3270298692.01521","3679525531.75775","3395137944.25087","3833918331.19093","3887472606.1094","4099844097.05711","4403400476.49989","5124949759.3882","5707066081.33573","6077299865.45577","6568499666.26548","7077609446.18732","5766473847.71713","7247910834.02575","9077897775.02894","9431576950.29279","8869036740.06819","9396713234.73355","9475880830.43217","9276487847.60237","10082624078.7496","10032351993.7078","10099871473.1624","",
"Heavily indebted poor countries (HIPC)","HPC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","2390379271.30471","2656414586.06735","2794520958.53114","3037264263.9347","3455066634.0304","3813617018.16662","4031245226.1974","4179529489.82474","4624606567.99294","4924169221.6734","5614618112.85711","5570318139.14678","6408408192.20152","7639364645.31137","10767506690.2713","11104812299.0664","12639416564.6337","14753488005.2467","16127877028.6632","19137016639.1016","21520817485.1951","20427154851.267","20124166555.5112","19640107835.0823","21549963027.6998","20988529936.8718","21878153348.3467","22671868710.0153","21992866975.6108","22906963314.3203","24573753874.1686","24267435173.0399","23962226795.4214","23046542024.4845","25458669631.4661","30846702368.217","33338895345.4627","33744832217.6228","34527716352.9594","33560058475.8393","36795857744.9575","36565194638.6042","41253624592.0191","47334765026.8455","59901706420.3087","70545763637.3333","85003176637.9589","102123698288.541","123823871692.881","106934430805.182","131845100098.055","159934176866.409","164896732090.249","170193934919.82","176539591496.626","150203107273.075","145277128680.839","169191742475.757","187335234707.409","183176415901.019","",
"Croatia","HRV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6181654813.79521","7276140002.20824","7460799272.7981","7498939229.645","7123050747.35998","7638112035.95202","8631421207.21693","9709973703.26613","12448173005.22","15347761960.7908","16669972433.2683","19130367730.2169","22765544886.7344","25586053111.6967","20469279881.7801","21635503819.5708","24233612155.9161","22329453190.4347","23475082823.5377","24959639539.3341","22972165113.8037","24577284748.7511","27675805428.9079","30800923713.9672","30899660249.1506","",
"Haiti","HTI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426125800","356133600","368773800","358172245.494024","170898224.490686","203702652.513441","139173369.867473","256955764.92692","329352514.398265","349003993.916387","368684569.868002","508795815.914639","501951950.421479","444582464.297854","421081007.226656","468327458.434888","543181067.915903","605171352.349682","689118570.952939","779202027.818331","833703543.037532","1034449701.9603","1016035882.27122","1311686990.10427","1334016383.58563","1543038541.18116","1625141740.50619","1745573767.79091","1651665479.60181","1583966848.97698","1649366968.6343","1432188767.18968","",
"Hungary","HUN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9997910588.07788","10695327139.589","9305672453.77672","10964648335.2153","18193517647.2179","19541988133.3825","22657803556.0943","25780593157.6102","27306222585.4306","31569229766.0494","34871552860.0724","39305779457.5653","48053312718.7017","62016712553.355","70774176092.5933","85375664242.5971","109092692856.886","125363676136.591","97285176510.823","107203863216.488","122180632165.328","110624931420.638","115889090055.656","122873573562.815","109560505848.764","111124980759.44","123316703510.264","134104032024.277","134130809192.871","",
"IBRD only","IBD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","33765417895.4272","33975752225.1132","35002220378.1455","40877579389.6518","41191598091.8878","44558594929.6433","47399642590.4002","48476848524.6791","51150252144.2958","56104384448.8764","60983534107.4805","67719495479.9794","80639210733.563","122285364034.13","201827803883.329","195433456938.491","225646211336.105","254043814561.445","264465124713.417","360369932496.468","445251107931.539","429681840325.459","434751087711.201","443011501849.144","461787836881.718","451899587882.99","405279728216.172","490087799641.408","572070442108.713","621027710592.327","666430100890.011","673496285371.844","964838978310.508","865347707333.996","922298329324.703","1079523023004.92","1166749322874.97","1255760347711.19","1205184795120.45","1258738106689.88","1507307836105.92","1490199104532.11","1624575287236.73","1947662395702.77","2520083512063.36","3119799359665.21","3752825821633.38","4536223961292.37","5463075345848.56","4379371699621.59","5615058981662.78","6767556168047.46","7056622115559.99","7250517948813.63","7268477253967.81","6451689135441.77","6219721338901.44","7027831385688.61","7808551174751.41","7746274325757.81","",
"IDA & IBRD total","IBT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","38594891917.6126","39289748796.9663","40733382149.8605","47071368766.9961","48023847762.9009","52012665829.4577","55309693242.9701","56517082534.515","59843194668.8056","65678635748.7685","72076494525.2346","78608558454.067","92768567698.9242","138437272572.426","227773565133.083","220750826752.008","254642618793.387","289389285716.311","299152031487.155","406061805151.994","506528974446.081","483435522070.601","479056145494.909","480877299135.12","500415451542.39","491615636178.387","444666062166.009","536562186355.514","617150033375.682","675763630560.008","725369377951.329","735318485568.417","1029362829964.42","923918092207.931","983612510674.012","1157859213489.28","1251517962664.69","1345855451789.51","1288806848232.37","1344881009908.84","1613599438069.36","1593797512544.2","1734650220189.68","2074849872977.63","2669352998565.64","3299859561734.37","3991267068968.31","4795096041851.75","5787707146186.47","4644273938629.9","5970637396837.81","7205386341327.95","7517073501269.05","7674021790741.32","7719409610047.38","6822143865257.55","6571587217610.62","7428524723738.55","8259946198508.31","8206006470423.74","",
"IDA total","IDA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","4698511967.44999","5096357044.40937","5455611546.92576","5944564482.03295","6495234762.67121","7079231089.82818","7514419071.58812","7643698757.78156","8242050250.47228","9073578812.4188","10442251826.8263","10350900045.1683","11596547433.0526","15634801991.3893","25184735371.0067","24555330286.5471","28156317681.6592","33954999142.6037","33589449672.7193","44442208102.2927","58980550115.8543","52270532802.4557","44161904328.6589","38700208312.6401","39610896485.5992","40419653881.6249","39508692883.1635","46789429213.4075","46775024149.1934","55685869550.8484","59978663300.9981","63063831342.8012","64352446612.3014","58487745077.919","61110724792.2033","78497991940.3058","84953756814.2894","90180741747.9011","83560767299.3799","86018620915.8573","106301036008.718","103529573007.397","109849253831.087","126676440404.503","147838374272.859","177912192690.03","237646732835.597","255603750338.988","322587971816.387","263779939149.523","355751964090.743","438873889205.439","461904119674.516","420362257564.925","450019871245.393","367428220234.766","348476386080.552","397196489382.212","448240100859.627","","",
